,0,1
425,5.0,4.0
426,4.0,6.0
427,1.0,8.0
428,3.0,9.0
429,0.0,2.0
430,3.0,5.0
431,1.0,8.0
432,8.0,9.0
433,5.0,5.0
434,2.0,1.0
435,4.0,7.0
436,4.0,3.0
437,1.0,9.0
438,6.0,1.0
439,1.0,5.0
440,4.0,0.0
441,4.0,4.0
442,9.0,7.0
443,3.0,9.0
444,4.0,9.0
445,7.0,1.0
446,3.0,7.0
447,4.0,0.0
448,6.0,7.0
449,8.0,7.0
450,9.0,2.0
451,8.0,3.0
452,1.0,2.0
453,0.0,7.0
454,3.0,7.0
455,2.0,2.0
456,4.0,3.0
457,5.0,2.0
458,9.0,0.0
459,1.0,6.0
460,3.0,1.0
461,2.0,9.0
462,8.0,9.0
463,8.0,3.0
464,9.0,9.0
465,8.0,8.0
466,2.0,2.0
467,2.0,7.0
468,7.0,4.0
469,7.0,2.0
470,4.0,0.0
471,2.0,9.0
472,2.0,5.0
473,4.0,6.0
474,1.0,4.0
475,0.0,0.0
476,0.0,0.0
477,0.0,2.0
478,5.0,6.0
479,1.0,2.0
480,0.0,2.0
481,3.0,3.0
482,3.0,9.0
483,5.0,4.0
484,0.0,1.0
485,1.0,9.0
486,3.0,7.0
487,2.0,1.0
488,2.0,5.0
489,4.0,4.0
490,3.0,3.0
491,3.0,1.0
492,0.0,6.0
493,8.0,3.0
494,0.0,6.0
495,1.0,3.0
496,4.0,4.0
497,7.0,3.0
498,2.0,9.0
499,7.0,3.0
500,4.0,8.0
501,2.0,7.0
502,1.0,6.0
503,9.0,5.0
504,6.0,4.0
505,1.0,0.0
506,9.0,4.0
507,7.0,9.0
508,3.0,2.0
509,2.0,5.0
510,0.0,4.0
511,3.0,3.0
512,6.0,4.0
513,3.0,0.0
514,5.0,5.0
515,9.0,4.0
516,4.0,2.0
517,4.0,9.0
518,1.0,8.0
519,2.0,2.0
520,3.0,9.0
521,8.0,2.0
522,7.0,5.0
523,7.0,5.0
524,8.0,7.0
525,7.0,8.0
526,9.0,1.0
527,6.0,4.0
528,0.0,4.0
529,7.0,6.0
530,8.0,7.0
531,4.0,4.0
532,9.0,1.0
533,7.0,7.0
534,3.0,3.0
535,4.0,5.0
536,1.0,5.0
537,9.0,1.0
538,6.0,7.0
539,5.0,0.0
540,6.0,9.0
541,0.0,5.0
542,9.0,1.0
543,5.0,0.0
544,0.0,3.0
545,9.0,8.0
546,0.0,1.0
547,3.0,5.0
548,6.0,4.0
549,7.0,2.0
550,3.0,6.0
551,8.0,8.0
552,9.0,1.0
553,9.0,7.0
554,4.0,5.0
555,1.0,4.0
556,1.0,3.0
557,3.0,6.0
558,2.0,6.0
559,5.0,9.0
560,4.0,9.0
561,8.0,6.0
562,2.0,3.0
563,0.0,5.0
564,4.0,8.0
565,3.0,6.0
566,9.0,0.0
567,9.0,2.0
568,1.0,5.0
569,0.0,4.0
570,7.0,0.0
571,3.0,6.0
572,3.0,9.0
573,9.0,0.0
574,2.0,5.0
575,2.0,7.0
576,0.0,2.0
577,5.0,3.0
578,1.0,3.0
579,4.0,2.0
580,9.0,0.0
581,1.0,4.0
582,6.0,9.0
583,1.0,9.0
584,3.0,7.0
585,6.0,0.0
586,7.0,3.0
587,6.0,3.0
588,2.0,2.0
589,3.0,6.0
590,9.0,9.0
591,0.0,7.0
592,7.0,8.0
593,7.0,5.0
594,2.0,0.0
595,8.0,9.0
596,6.0,1.0
597,9.0,5.0
598,9.0,1.0
599,9.0,6.0
600,8.0,3.0
601,1.0,9.0
602,6.0,4.0
603,6.0,8.0
604,3.0,5.0
605,9.0,7.0
606,6.0,6.0
607,9.0,5.0
608,3.0,2.0
609,9.0,1.0
610,3.0,0.0
611,0.0,4.0
612,9.0,0.0
613,0.0,8.0
614,8.0,7.0
615,7.0,0.0
616,5.0,6.0
617,2.0,8.0
618,3.0,9.0
619,6.0,7.0
620,5.0,8.0
621,0.0,9.0
622,4.0,9.0
623,3.0,6.0
624,7.0,5.0
625,3.0,4.0
626,1.0,3.0
627,4.0,7.0
628,9.0,3.0
629,8.0,8.0
630,4.0,9.0
631,1.0,3.0
632,1.0,2.0
633,4.0,2.0
634,2.0,0.0
635,8.0,6.0
636,0.0,0.0
637,8.0,9.0
638,7.0,5.0
639,2.0,6.0
640,7.0,3.0
641,4.0,8.0
642,2.0,4.0
643,5.0,3.0
644,6.0,9.0
645,1.0,4.0
646,8.0,8.0
647,6.0,2.0
648,9.0,9.0
649,4.0,2.0
650,2.0,2.0
651,6.0,3.0
652,2.0,6.0
653,3.0,8.0
654,6.0,4.0
655,5.0,6.0
656,6.0,1.0
657,1.0,8.0
658,2.0,2.0
659,9.0,9.0
660,8.0,0.0
661,7.0,9.0
662,7.0,2.0
663,0.0,1.0
664,9.0,4.0
665,3.0,2.0
666,9.0,9.0
667,0.0,1.0
668,1.0,8.0
669,2.0,3.0
670,3.0,2.0
671,5.0,1.0
672,6.0,5.0
673,4.0,4.0
674,5.0,8.0
675,4.0,8.0
676,9.0,8.0
677,1.0,7.0
678,6.0,6.0
679,4.0,5.0
680,1.0,9.0
681,4.0,4.0
682,4.0,3.0
683,3.0,8.0
684,1.0,1.0
685,2.0,7.0
686,9.0,3.0
687,6.0,7.0
688,7.0,6.0
689,0.0,3.0
690,5.0,0.0
691,3.0,8.0
692,1.0,4.0
693,3.0,1.0
694,4.0,0.0
695,9.0,2.0
696,8.0,7.0
697,3.0,7.0
698,7.0,3.0
699,6.0,2.0
700,7.0,5.0
701,3.0,5.0
702,9.0,0.0
703,1.0,6.0
704,1.0,4.0
705,0.0,7.0
706,9.0,6.0
707,0.0,5.0
708,9.0,2.0
709,9.0,8.0
710,3.0,5.0
711,4.0,6.0
712,4.0,8.0
713,2.0,8.0
714,6.0,8.0
715,1.0,9.0
716,3.0,3.0
717,5.0,7.0
718,1.0,2.0
719,2.0,3.0
720,0.0,9.0
721,1.0,2.0
722,1.0,9.0
723,6.0,0.0
724,1.0,3.0
725,1.0,5.0
726,1.0,2.0
727,3.0,1.0
728,7.0,5.0
729,4.0,2.0
730,1.0,7.0
731,7.0,4.0
732,4.0,1.0
733,0.0,5.0
734,3.0,9.0
735,8.0,6.0
736,2.0,1.0
737,4.0,5.0
738,9.0,8.0
739,0.0,0.0
740,9.0,3.0
741,9.0,9.0
742,1.0,2.0
743,6.0,6.0
744,2.0,3.0
745,0.0,8.0
746,8.0,2.0
747,3.0,7.0
748,3.0,1.0
749,4.0,9.0
750,8.0,2.0
751,7.0,3.0
752,9.0,9.0
753,1.0,6.0
754,7.0,6.0
755,0.0,7.0
756,9.0,6.0
757,7.0,2.0
758,0.0,5.0
759,2.0,2.0
760,7.0,9.0
761,9.0,5.0
762,8.0,5.0
763,1.0,6.0
764,7.0,7.0
765,0.0,9.0
766,4.0,0.0
767,8.0,5.0
768,2.0,0.0
769,7.0,0.0
770,8.0,8.0
771,1.0,9.0
772,6.0,4.0
773,0.0,7.0
774,9.0,3.0
775,7.0,5.0
776,3.0,9.0
777,1.0,4.0
778,8.0,9.0
779,5.0,4.0
780,4.0,6.0
781,9.0,4.0
782,3.0,1.0
783,4.0,3.0
784,4.0,5.0
785,1.0,5.0
786,7.0,6.0
787,7.0,9.0
788,6.0,2.0
789,6.0,1.0
790,7.0,2.0
791,8.0,8.0
792,0.0,5.0
793,1.0,8.0
794,9.0,0.0
795,1.0,4.0
796,9.0,7.0
797,4.0,5.0
798,2.0,4.0
799,5.0,3.0
800,8.0,1.0
801,6.0,0.0
802,6.0,6.0
803,4.0,3.0
804,4.0,3.0
805,3.0,4.0
806,3.0,9.0
807,4.0,2.0
808,1.0,5.0
809,5.0,3.0
810,8.0,7.0
811,1.0,4.0
812,7.0,2.0
813,3.0,1.0
814,5.0,8.0
815,8.0,0.0
816,4.0,0.0
817,4.0,2.0
818,2.0,9.0
819,4.0,0.0
820,1.0,8.0
821,4.0,9.0
822,0.0,0.0
823,2.0,7.0
824,7.0,3.0
825,2.0,7.0
826,1.0,3.0
827,7.0,7.0
828,1.0,8.0
829,1.0,3.0
830,4.0,2.0
831,3.0,5.0
832,2.0,7.0
833,1.0,8.0
834,0.0,0.0
835,7.0,8.0
836,7.0,3.0
837,2.0,0.0
838,3.0,6.0
839,1.0,7.0
840,9.0,7.0
841,3.0,8.0
842,6.0,4.0
843,6.0,4.0
844,9.0,3.0
845,5.0,8.0
846,0.0,7.0
847,1.0,4.0
848,0.0,0.0
849,2.0,5.0
850,0.0,8.0
851,6.0,6.0
852,2.0,2.0
853,3.0,8.0
854,8.0,5.0
855,0.0,9.0
856,2.0,3.0
857,0.0,2.0
858,0.0,8.0
859,1.0,9.0
860,0.0,0.0
861,4.0,3.0
862,0.0,4.0
863,2.0,8.0
864,2.0,8.0
865,1.0,7.0
866,7.0,2.0
867,6.0,1.0
868,7.0,3.0
869,9.0,8.0
870,4.0,3.0
871,4.0,7.0
872,9.0,2.0
873,9.0,4.0
874,4.0,6.0
875,1.0,6.0
876,5.0,8.0
877,4.0,5.0
878,4.0,7.0
879,7.0,3.0
880,3.0,8.0
881,7.0,6.0
882,0.0,1.0
883,7.0,9.0
884,7.0,6.0
885,9.0,0.0
886,2.0,1.0
887,4.0,9.0
888,1.0,1.0
889,5.0,9.0
890,6.0,3.0
891,8.0,3.0
892,7.0,6.0
893,4.0,3.0
894,4.0,8.0
895,7.0,6.0
896,6.0,5.0
897,0.0,7.0
898,6.0,8.0
899,3.0,1.0
900,9.0,6.0
901,2.0,8.0
902,2.0,8.0
903,9.0,8.0
904,6.0,3.0
905,0.0,2.0
906,9.0,1.0
907,7.0,1.0
908,4.0,1.0
909,4.0,8.0
910,7.0,0.0
911,7.0,6.0
912,0.0,7.0
913,8.0,0.0
914,2.0,8.0
915,0.0,3.0
916,7.0,6.0
917,1.0,3.0
918,5.0,1.0
919,4.0,4.0
920,1.0,7.0
921,2.0,0.0
922,2.0,1.0
923,0.0,6.0
924,7.0,8.0
925,5.0,3.0
926,1.0,7.0
927,4.0,9.0
928,7.0,0.0
929,0.0,5.0
930,2.0,9.0
931,5.0,9.0
932,5.0,5.0
933,5.0,0.0
934,8.0,3.0
935,8.0,7.0
936,0.0,8.0
937,4.0,1.0
938,7.0,2.0
939,3.0,6.0
940,3.0,4.0
941,8.0,0.0
942,7.0,3.0
943,3.0,5.0
944,8.0,1.0
945,3.0,2.0
946,7.0,5.0
947,6.0,7.0
948,5.0,3.0
949,0.0,3.0
950,7.0,4.0
951,9.0,6.0
952,4.0,8.0
953,8.0,4.0
954,6.0,2.0
955,0.0,3.0
956,8.0,8.0
957,6.0,4.0
958,0.0,2.0
959,2.0,0.0
960,7.0,0.0
961,3.0,5.0
962,7.0,9.0
963,6.0,4.0
964,3.0,0.0
965,2.0,5.0
966,6.0,1.0
967,1.0,2.0
968,4.0,2.0
969,3.0,0.0
970,4.0,1.0
971,5.0,2.0
972,8.0,0.0
973,9.0,7.0
974,9.0,5.0
975,4.0,8.0
976,0.0,4.0
977,1.0,5.0
978,8.0,7.0
979,1.0,9.0
980,8.0,3.0
981,3.0,9.0
982,6.0,0.0
983,5.0,2.0
984,8.0,0.0
985,2.0,5.0
986,5.0,1.0
987,0.0,1.0
988,8.0,4.0
989,2.0,9.0
990,7.0,2.0
991,8.0,9.0
992,2.0,0.0
993,9.0,4.0
994,0.0,6.0
995,4.0,4.0
996,4.0,6.0
997,9.0,9.0
998,7.0,4.0
999,0.0,1.0
1000,9.0,9.0
1001,4.0,3.0
1002,8.0,6.0
1003,7.0,7.0
1004,7.0,2.0
1005,9.0,0.0
1006,8.0,3.0
1007,5.0,1.0
1008,7.0,3.0
1009,4.0,9.0
1010,4.0,7.0
1011,6.0,0.0
1012,5.0,2.0
1013,9.0,1.0
1014,2.0,5.0
1015,1.0,7.0
1016,8.0,4.0
1017,0.0,2.0
1018,6.0,6.0
1019,4.0,1.0
1020,5.0,8.0
1021,8.0,7.0
1022,0.0,0.0
1023,2.0,3.0
1024,3.0,5.0
1025,2.0,3.0
1026,7.0,3.0
1027,0.0,5.0
1028,4.0,8.0
1029,5.0,8.0
1030,3.0,9.0
1031,0.0,2.0
1032,6.0,9.0
1033,0.0,6.0
1034,7.0,4.0
1035,2.0,7.0
1036,1.0,5.0
1037,6.0,4.0
1038,4.0,6.0
1039,3.0,4.0
1040,3.0,4.0
1041,1.0,5.0
1042,3.0,7.0
1043,4.0,6.0
1044,3.0,6.0
1045,5.0,2.0
1046,3.0,9.0
1047,4.0,4.0
1048,4.0,1.0
1049,0.0,4.0
1050,8.0,3.0
1051,0.0,4.0
1052,2.0,9.0
1053,6.0,7.0
1054,7.0,1.0
1055,6.0,1.0
1056,7.0,9.0
1057,5.0,7.0
1058,1.0,0.0
1059,3.0,1.0
1060,4.0,2.0
1061,5.0,4.0
1062,4.0,6.0
1063,7.0,6.0
1064,1.0,2.0
1065,2.0,5.0
1066,5.0,8.0
1067,6.0,3.0
1068,1.0,8.0
1069,2.0,4.0
1070,5.0,1.0
1071,7.0,7.0
1072,8.0,9.0
1073,0.0,5.0
1074,0.0,4.0
1075,9.0,5.0
1076,8.0,1.0
1077,4.0,1.0
1078,3.0,8.0
1079,3.0,8.0
1080,8.0,8.0
1081,8.0,3.0
1082,8.0,9.0
1083,5.0,3.0
1084,6.0,8.0
1085,4.0,6.0
1086,5.0,2.0
1087,4.0,9.0
1088,2.0,7.0
1089,0.0,6.0
1090,5.0,4.0
1091,8.0,6.0
1092,7.0,2.0
1093,1.0,8.0
1094,0.0,0.0
1095,6.0,0.0
1096,0.0,3.0
1097,4.0,9.0
1098,7.0,4.0
1099,6.0,6.0
1100,3.0,8.0
1101,0.0,7.0
1102,8.0,4.0
1103,0.0,5.0
1104,3.0,0.0
1105,8.0,7.0
1106,9.0,8.0
1107,3.0,3.0
1108,3.0,3.0
1109,3.0,4.0
1110,2.0,7.0
1111,6.0,6.0
1112,7.0,7.0
1113,3.0,7.0
1114,9.0,1.0
1115,2.0,2.0
1116,5.0,7.0
1117,5.0,0.0
1118,2.0,3.0
1119,3.0,0.0
1120,3.0,2.0
1121,2.0,0.0
1122,4.0,9.0
1123,4.0,2.0
1124,9.0,0.0
1125,7.0,1.0
1126,9.0,4.0
1127,6.0,9.0
1128,1.0,8.0
1129,4.0,9.0
1130,1.0,1.0
1131,6.0,7.0
1132,7.0,8.0
1133,6.0,7.0
1134,3.0,0.0
1135,6.0,0.0
1136,9.0,8.0
1137,5.0,3.0
1138,9.0,0.0
1139,7.0,8.0
1140,8.0,8.0
1141,3.0,9.0
1142,0.0,6.0
1143,3.0,6.0
1144,8.0,0.0
1145,0.0,1.0
1146,4.0,7.0
1147,2.0,0.0
1148,1.0,5.0
1149,6.0,2.0
1150,4.0,1.0
1151,7.0,4.0
1152,3.0,5.0
1153,4.0,9.0
1154,8.0,1.0
1155,4.0,1.0
1156,6.0,5.0
1157,4.0,2.0
1158,9.0,2.0
1159,2.0,4.0
1160,2.0,5.0
1161,2.0,2.0
1162,5.0,2.0
1163,5.0,8.0
1164,7.0,9.0
1165,5.0,4.0
1166,4.0,8.0
1167,7.0,7.0
1168,2.0,9.0
1169,7.0,8.0
1170,8.0,0.0
1171,6.0,4.0
1172,9.0,7.0
1173,4.0,8.0
1174,7.0,8.0
1175,8.0,9.0
1176,7.0,2.0
1177,7.0,9.0
1178,4.0,3.0
1179,0.0,3.0
1180,0.0,7.0
1181,1.0,8.0
1182,6.0,1.0
1183,3.0,1.0
1184,3.0,3.0
1185,0.0,8.0
1186,2.0,6.0
1187,5.0,7.0
1188,7.0,3.0
1189,5.0,9.0
1190,7.0,6.0
1191,1.0,8.0
1192,6.0,6.0
1193,6.0,6.0
1194,8.0,2.0
1195,4.0,5.0
1196,4.0,8.0
1197,5.0,1.0
1198,6.0,6.0
1199,5.0,4.0
1200,0.0,1.0
1201,9.0,9.0
1202,9.0,4.0
1203,1.0,1.0
1204,9.0,7.0
1205,5.0,9.0
1206,6.0,3.0
1207,1.0,8.0
1208,3.0,2.0
1209,1.0,3.0
1210,4.0,2.0
1211,4.0,6.0
1212,5.0,3.0
1213,9.0,4.0
1214,9.0,9.0
1215,3.0,6.0
1216,5.0,8.0
1217,4.0,5.0
1218,2.0,0.0
1219,6.0,6.0
1220,8.0,5.0
1221,4.0,2.0
1222,0.0,3.0
1223,1.0,2.0
1224,9.0,2.0
1225,2.0,7.0
1226,8.0,7.0
1227,1.0,6.0
1228,7.0,7.0
1229,3.0,0.0
1230,3.0,5.0
1231,2.0,9.0
1232,7.0,8.0
1233,0.0,4.0
1234,4.0,4.0
1235,7.0,3.0
1236,7.0,0.0
1237,2.0,7.0
1238,7.0,5.0
1239,9.0,2.0
1240,6.0,8.0
1241,2.0,7.0
1242,6.0,4.0
1243,0.0,6.0
1244,8.0,8.0
1245,6.0,1.0
1246,1.0,2.0
1247,9.0,6.0
1248,3.0,6.0
1249,0.0,8.0
1250,5.0,1.0
1251,4.0,1.0
1252,5.0,3.0
1253,1.0,6.0
1254,9.0,5.0
1255,2.0,5.0
1256,7.0,3.0
1257,3.0,8.0
1258,3.0,5.0
1259,9.0,1.0
1260,0.0,8.0
1261,5.0,5.0
1262,3.0,8.0
1263,4.0,7.0
1264,7.0,9.0
1265,7.0,5.0
1266,9.0,9.0
1267,3.0,8.0
1268,4.0,1.0
1269,2.0,2.0
1270,8.0,2.0
1271,4.0,6.0
1272,5.0,4.0
1273,8.0,2.0
1274,1.0,6.0
1275,2.0,1.0
1276,2.0,7.0
1277,8.0,3.0
1278,7.0,7.0
1279,5.0,3.0
1280,7.0,8.0
1281,7.0,8.0
1282,3.0,1.0
1283,3.0,1.0
1284,6.0,0.0
1285,4.0,5.0
1286,6.0,4.0
1287,7.0,4.0
1288,3.0,4.0
1289,1.0,5.0
1290,8.0,1.0
1291,2.0,0.0
1292,2.0,0.0
1293,5.0,2.0
1294,9.0,4.0
1295,1.0,5.0
1296,3.0,7.0
1297,8.0,5.0
1298,1.0,1.0
1299,8.0,6.0
1300,8.0,7.0
1301,7.0,8.0
1302,4.0,4.0
1303,1.0,9.0
1304,9.0,9.0
1305,9.0,5.0
1306,9.0,8.0
1307,0.0,4.0
1308,5.0,2.0
1309,2.0,0.0
1310,9.0,7.0
1311,4.0,1.0
1312,6.0,2.0
1313,4.0,4.0
1314,4.0,2.0
1315,8.0,5.0
1316,7.0,9.0
1317,6.0,5.0
1318,0.0,1.0
1319,3.0,5.0
1320,6.0,7.0
1321,0.0,2.0
1322,5.0,0.0
1323,9.0,5.0
1324,9.0,5.0
1325,0.0,2.0
1326,3.0,4.0
1327,8.0,7.0
1328,2.0,7.0
1329,2.0,6.0
1330,1.0,8.0
1331,0.0,9.0
1332,3.0,7.0
1333,6.0,6.0
1334,0.0,1.0
1335,8.0,6.0
1336,1.0,1.0
1337,9.0,5.0
1338,3.0,2.0
1339,8.0,0.0
1340,7.0,9.0
1341,5.0,3.0
1342,2.0,0.0
1343,3.0,9.0
1344,3.0,2.0
1345,0.0,6.0
1346,2.0,3.0
1347,2.0,7.0
1348,9.0,6.0
1349,1.0,1.0
1350,6.0,5.0
1351,5.0,4.0
1352,7.0,2.0
1353,7.0,0.0
1354,6.0,6.0
1355,6.0,4.0
1356,9.0,0.0
1357,1.0,7.0
1358,0.0,0.0
1359,5.0,6.0
1360,2.0,2.0
1361,4.0,8.0
