,0,1
170,9.0,6.0
171,4.0,6.0
172,8.0,5.5
173,1.0,1.5
174,4.0,6.0
175,7.0,3.5
176,4.0,3.0
177,1.0,4.5
178,4.0,3.0
179,9.0,8.0
180,0.0,0.0
181,0.0,3.0
182,7.0,3.5
183,9.0,6.5
184,4.0,3.5
185,9.0,8.5
186,8.0,5.0
187,8.0,6.0
188,4.0,3.0
189,0.0,3.0
190,3.0,2.5
191,0.0,2.5
192,2.0,3.5
193,8.0,7.0
194,2.0,2.0
195,5.0,6.5
196,0.0,4.5
197,2.0,5.0
198,0.0,3.5
199,8.0,6.5
200,3.0,5.0
201,6.0,3.0
202,2.0,3.5
203,1.0,4.5
204,1.0,5.0
205,8.0,6.5
206,4.0,4.0
207,2.0,2.0
208,5.0,5.0
209,0.0,1.5
210,4.0,6.5
211,0.0,3.5
212,1.0,1.5
213,3.0,4.0
214,1.0,5.0
215,4.0,4.5
216,8.0,6.0
217,1.0,3.5
218,3.0,2.0
219,0.0,4.0
220,5.0,5.5
221,9.0,5.5
222,3.0,6.0
223,0.0,4.0
224,0.0,2.0
225,7.0,6.0
226,2.0,3.0
227,7.0,7.0
228,5.0,4.5
229,1.0,4.0
230,7.0,7.0
231,4.0,3.5
232,9.0,5.0
233,7.0,3.5
234,0.0,3.0
235,3.0,5.5
236,9.0,7.0
237,2.0,3.0
238,0.0,3.0
239,5.0,6.0
240,3.0,6.0
241,5.0,5.5
242,4.0,4.0
243,8.0,6.0
244,6.0,5.5
245,8.0,8.0
246,5.0,3.5
247,8.0,6.0
248,2.0,2.0
249,5.0,2.5
250,5.0,5.5
251,1.0,5.0
252,7.0,4.5
253,2.0,1.5
254,3.0,5.5
255,2.0,3.0
256,7.0,3.5
257,0.0,2.0
258,8.0,4.5
259,6.0,5.0
260,6.0,7.0
261,9.0,9.0
262,0.0,4.0
263,8.0,4.0
264,9.0,6.0
265,9.0,5.5
266,4.0,5.5
267,9.0,8.0
268,3.0,2.5
269,6.0,4.5
270,2.0,4.5
271,9.0,6.5
272,4.0,3.5
273,4.0,4.0
274,9.0,5.0
275,7.0,6.0
276,6.0,3.0
277,0.0,4.0
278,9.0,5.0
279,5.0,6.0
280,2.0,1.5
281,1.0,0.5
282,2.0,5.5
283,0.0,2.0
284,4.0,2.5
285,0.0,4.5
286,3.0,5.0
287,9.0,8.5
288,9.0,5.0
289,7.0,6.5
290,5.0,3.5
291,7.0,7.5
292,6.0,7.5
293,5.0,5.0
294,8.0,4.0
295,4.0,4.0
296,5.0,7.0
297,2.0,1.0
298,8.0,5.5
299,4.0,4.0
300,8.0,8.5
301,8.0,5.0
302,1.0,4.5
303,2.0,5.0
304,9.0,9.0
305,0.0,0.0
306,4.0,3.0
307,8.0,4.5
308,3.0,6.0
309,5.0,6.5
310,2.0,4.0
311,4.0,5.5
312,8.0,4.5
313,4.0,5.0
314,6.0,7.5
315,9.0,7.0
316,5.0,3.0
317,3.0,4.0
318,1.0,5.0
319,8.0,7.0
320,4.0,6.0
321,6.0,5.0
322,0.0,2.0
323,4.0,2.5
324,2.0,3.5
325,2.0,2.5
326,7.0,5.5
327,9.0,9.0
328,2.0,1.0
329,9.0,7.5
330,6.0,6.5
331,5.0,5.5
332,6.0,3.5
333,0.0,1.0
334,1.0,3.5
335,9.0,9.0
336,2.0,2.0
337,5.0,7.0
338,0.0,0.5
339,1.0,1.5
340,5.0,4.0
341,8.0,7.0
342,4.0,3.5
343,0.0,3.0
344,5.0,7.0
345,2.0,2.0
346,3.0,5.5
347,3.0,3.5
348,4.0,5.5
349,2.0,4.0
350,4.0,3.0
351,6.0,4.0
352,1.0,2.0
353,6.0,6.5
354,0.0,2.5
355,5.0,2.5
356,5.0,3.5
357,9.0,6.5
358,5.0,6.0
359,2.0,2.0
360,5.0,2.5
361,5.0,5.0
362,6.0,3.5
363,5.0,7.0
364,3.0,3.0
365,8.0,4.0
366,1.0,2.0
367,1.0,3.5
368,4.0,6.0
369,4.0,6.5
370,4.0,3.0
371,8.0,7.5
372,3.0,6.0
373,6.0,6.0
374,6.0,6.5
375,4.0,5.0
376,7.0,8.0
377,8.0,4.0
378,2.0,3.5
379,9.0,5.5
380,3.0,3.5
381,2.0,2.5
382,8.0,8.5
383,8.0,5.0
384,1.0,4.0
385,0.0,3.5
386,8.0,8.5
387,8.0,4.5
388,6.0,5.5
389,6.0,6.5
390,8.0,6.5
391,2.0,3.5
392,1.0,2.0
393,3.0,3.0
394,8.0,4.5
395,4.0,6.5
396,7.0,7.0
397,7.0,5.0
398,0.0,4.0
399,4.0,3.5
400,2.0,4.5
401,2.0,1.0
402,2.0,4.0
403,6.0,4.0
404,4.0,4.5
405,3.0,4.0
406,9.0,4.5
407,2.0,3.5
408,7.0,7.0
409,1.0,2.0
410,6.0,4.5
411,7.0,7.5
412,6.0,3.5
413,2.0,3.0
414,2.0,3.5
415,4.0,4.0
416,5.0,6.0
417,9.0,6.0
418,5.0,7.0
419,6.0,7.0
420,8.0,4.0
421,3.0,3.5
422,8.0,6.5
423,6.0,5.0
424,2.0,1.0
425,9.0,6.0
426,5.0,5.5
427,6.0,3.0
428,0.0,1.0
429,8.0,6.5
430,5.0,4.5
431,2.0,2.0
432,2.0,5.0
433,6.0,4.0
434,2.0,1.5
435,4.0,2.0
436,5.0,3.0
437,2.0,4.0
438,5.0,6.5
439,9.0,9.0
440,3.0,3.5
441,1.0,3.5
442,4.0,6.0
443,8.0,7.0
444,2.0,2.0
445,5.0,3.0
446,0.0,0.0
447,7.0,3.5
448,3.0,2.5
449,0.0,1.5
450,2.0,4.5
451,0.0,4.0
452,7.0,5.0
453,8.0,5.5
454,5.0,4.5
455,5.0,4.5
456,9.0,7.0
457,6.0,6.5
458,4.0,4.0
459,2.0,1.5
460,5.0,4.5
461,8.0,5.5
462,6.0,5.0
463,0.0,3.5
464,9.0,6.5
465,8.0,4.0
466,6.0,3.5
467,5.0,4.0
468,1.0,4.5
469,1.0,2.0
470,0.0,4.0
471,8.0,7.0
472,0.0,2.0
473,0.0,0.5
474,3.0,2.0
475,6.0,4.5
476,8.0,7.5
477,8.0,5.0
478,2.0,4.0
479,7.0,6.0
480,1.0,4.5
481,0.0,4.0
482,7.0,4.0
483,9.0,6.5
484,2.0,2.5
485,1.0,5.0
486,8.0,4.0
487,9.0,9.0
488,3.0,1.5
489,9.0,8.0
490,5.0,5.0
491,0.0,3.5
492,8.0,4.5
493,9.0,7.5
494,8.0,5.5
495,2.0,2.5
496,2.0,1.5
497,6.0,7.5
498,8.0,6.5
499,4.0,3.5
500,8.0,6.0
501,8.0,4.5
502,2.0,4.0
503,6.0,7.0
504,1.0,4.0
505,9.0,4.5
506,1.0,4.0
507,8.0,4.5
508,1.0,5.0
509,5.0,4.5
510,1.0,3.5
511,1.0,5.0
512,8.0,7.0
513,9.0,8.0
514,1.0,1.5
515,6.0,3.0
516,4.0,3.5
517,5.0,6.0
518,3.0,5.5
519,0.0,2.0
520,2.0,4.5
521,4.0,3.5
522,3.0,5.5
523,9.0,6.5
524,8.0,4.0
525,4.0,3.0
526,1.0,5.0
527,3.0,5.0
528,2.0,2.0
529,0.0,0.0
530,8.0,5.5
531,9.0,8.0
532,6.0,3.5
533,1.0,1.5
534,3.0,4.0
535,3.0,4.0
536,7.0,5.5
537,3.0,4.5
538,7.0,6.5
539,2.0,3.5
540,1.0,1.5
541,2.0,2.0
542,3.0,3.5
543,0.0,2.5
544,8.0,7.5
545,3.0,5.5
546,9.0,7.5
547,4.0,5.5
548,4.0,3.0
549,2.0,1.5
550,8.0,4.0
551,1.0,5.0
552,1.0,0.5
553,5.0,2.5
554,3.0,5.0
555,2.0,1.0
556,5.0,3.0
557,9.0,4.5
558,3.0,5.5
559,7.0,7.0
560,2.0,2.5
561,8.0,5.5
562,9.0,4.5
563,9.0,9.0
564,7.0,7.0
565,8.0,7.5
566,3.0,2.5
567,9.0,5.5
568,9.0,6.0
569,4.0,2.5
570,6.0,5.5
571,9.0,4.5
572,6.0,6.0
573,5.0,6.0
574,7.0,4.5
575,6.0,7.5
576,4.0,2.0
577,4.0,2.5
578,9.0,6.5
579,4.0,4.0
580,2.0,1.5
581,3.0,2.5
582,1.0,0.5
583,1.0,4.0
584,6.0,3.5
585,1.0,1.0
586,1.0,3.0
587,5.0,3.5
588,1.0,3.0
589,9.0,9.0
590,4.0,5.5
591,7.0,5.5
592,9.0,6.5
593,7.0,5.0
594,3.0,2.0
595,2.0,1.5
596,4.0,3.0
597,1.0,3.5
598,9.0,6.0
599,6.0,3.0
600,6.0,4.0
601,8.0,6.5
602,3.0,4.0
603,8.0,6.5
604,0.0,3.0
605,8.0,8.5
606,3.0,5.5
607,7.0,4.5
608,1.0,1.5
609,4.0,3.0
610,3.0,5.5
611,6.0,5.5
612,0.0,0.0
613,0.0,3.5
614,9.0,5.5
615,0.0,4.0
616,0.0,0.5
617,5.0,3.5
618,8.0,7.5
619,0.0,1.0
620,9.0,5.0
621,0.0,1.0
622,3.0,1.5
623,8.0,4.0
624,6.0,5.5
625,5.0,3.5
626,2.0,2.5
627,0.0,4.5
628,5.0,5.0
629,0.0,0.5
630,0.0,0.5
631,1.0,2.0
632,6.0,3.0
633,7.0,7.0
634,9.0,7.0
635,1.0,1.0
636,0.0,2.0
637,9.0,5.0
638,6.0,6.5
639,9.0,6.0
640,9.0,6.0
641,0.0,4.0
642,4.0,5.0
643,9.0,8.0
644,0.0,1.5
645,0.0,0.0
646,7.0,3.5
647,2.0,4.0
648,0.0,1.5
649,4.0,6.0
650,8.0,7.0
651,8.0,7.5
652,2.0,2.0
653,1.0,2.0
654,7.0,3.5
655,9.0,8.0
656,5.0,4.0
657,3.0,1.5
658,3.0,6.0
659,6.0,3.0
660,8.0,6.0
661,8.0,4.0
662,3.0,2.0
663,0.0,3.5
664,4.0,4.0
665,8.0,7.5
666,1.0,1.5
667,8.0,5.0
668,5.0,3.0
669,2.0,4.0
670,3.0,3.0
671,5.0,5.5
672,9.0,7.0
673,6.0,5.5
674,1.0,4.5
675,2.0,3.0
676,6.0,3.5
677,0.0,1.5
678,2.0,2.0
679,8.0,4.5
680,7.0,8.0
681,2.0,2.5
682,1.0,4.0
683,9.0,5.5
684,9.0,8.0
685,2.0,3.5
686,3.0,5.0
687,7.0,6.0
688,6.0,7.5
689,4.0,4.5
690,6.0,5.5
691,4.0,6.0
692,0.0,1.5
693,1.0,1.5
694,9.0,9.0
695,3.0,5.5
696,4.0,2.5
697,1.0,1.5
698,3.0,4.5
699,5.0,2.5
700,6.0,7.5
701,1.0,1.5
702,8.0,5.5
703,4.0,6.5
704,9.0,7.0
705,1.0,1.0
706,4.0,2.0
707,1.0,1.5
708,2.0,4.0
709,7.0,5.5
710,9.0,8.5
711,0.0,3.0
712,1.0,3.0
713,5.0,6.5
714,8.0,7.5
715,4.0,5.0
716,6.0,5.0
717,0.0,2.5
718,6.0,4.0
719,3.0,6.0
720,8.0,8.0
721,4.0,3.5
722,0.0,3.0
723,6.0,7.5
724,4.0,4.0
725,3.0,6.0
726,6.0,3.0
727,1.0,1.5
728,5.0,4.5
729,5.0,6.0
730,3.0,5.5
731,5.0,6.5
732,8.0,8.5
733,9.0,8.5
734,4.0,4.0
735,4.0,4.0
736,3.0,2.0
737,5.0,6.0
738,9.0,4.5
739,1.0,5.0
740,3.0,5.0
741,9.0,6.5
742,4.0,2.0
743,0.0,3.5
744,5.0,6.0
745,2.0,3.5
746,6.0,5.5
747,8.0,5.0
748,4.0,3.0
749,0.0,3.0
750,1.0,3.5
751,0.0,0.5
752,1.0,3.5
753,5.0,6.0
754,8.0,5.0
755,7.0,7.0
756,2.0,5.0
757,9.0,7.5
758,2.0,2.0
759,8.0,6.5
760,4.0,2.5
761,0.0,1.0
762,9.0,7.0
763,7.0,3.5
764,2.0,1.0
765,0.0,2.5
766,3.0,3.5
767,0.0,1.5
768,5.0,3.5
769,7.0,8.0
770,9.0,5.5
771,7.0,3.5
772,6.0,5.5
773,1.0,0.5
774,1.0,4.5
775,3.0,5.0
776,2.0,3.0
777,8.0,5.5
778,1.0,4.0
779,0.0,3.0
780,7.0,3.5
781,3.0,4.0
782,9.0,7.0
783,4.0,6.5
784,5.0,5.5
785,3.0,5.0
786,3.0,5.0
787,3.0,2.5
788,0.0,4.5
789,2.0,2.5
790,3.0,4.0
791,9.0,7.0
792,4.0,4.5
793,3.0,6.0
794,9.0,6.0
795,5.0,4.5
796,4.0,2.0
797,5.0,6.5
798,9.0,9.0
799,7.0,7.5
800,3.0,6.0
801,6.0,5.0
802,7.0,4.0
803,7.0,5.5
804,0.0,2.0
805,1.0,1.0
806,2.0,1.5
807,7.0,4.0
808,7.0,7.5
809,6.0,6.0
810,4.0,6.5
811,2.0,3.0
812,0.0,3.0
813,8.0,4.0
814,2.0,1.0
815,3.0,2.5
816,2.0,1.5
817,6.0,4.0
818,6.0,4.5
819,9.0,8.5
820,6.0,5.5
821,7.0,6.5
822,5.0,4.0
823,0.0,3.5
824,3.0,5.5
825,8.0,7.5
826,7.0,4.5
827,0.0,0.0
828,6.0,7.5
829,2.0,1.0
830,3.0,3.5
831,1.0,2.5
832,8.0,4.5
833,0.0,3.0
834,2.0,4.0
835,7.0,6.5
836,0.0,2.0
837,2.0,3.5
838,7.0,8.0
839,9.0,4.5
840,3.0,3.5
841,9.0,8.5
842,2.0,1.5
843,1.0,2.5
844,0.0,1.5
845,5.0,5.5
846,8.0,7.5
847,7.0,6.0
848,7.0,7.5
849,4.0,6.5
850,6.0,6.5
851,7.0,4.5
852,4.0,5.5
853,4.0,4.5
854,3.0,1.5
855,7.0,7.5
856,4.0,2.0
857,0.0,1.5
858,5.0,6.5
859,5.0,3.5
860,3.0,5.5
861,2.0,3.0
862,5.0,5.5
863,1.0,0.5
864,1.0,4.0
865,9.0,7.0
866,1.0,3.5
867,4.0,6.0
868,4.0,5.0
869,4.0,3.0
870,9.0,7.0
871,6.0,4.0
872,7.0,7.5
873,3.0,2.5
874,8.0,4.0
875,9.0,7.0
876,0.0,1.0
877,1.0,2.5
878,6.0,3.0
879,5.0,3.0
880,7.0,5.5
881,9.0,5.0
882,6.0,7.5
883,9.0,7.0
884,2.0,3.5
885,7.0,6.5
886,0.0,1.0
887,2.0,4.5
888,4.0,5.5
889,6.0,6.5
890,3.0,4.5
891,7.0,4.5
892,1.0,3.0
893,6.0,6.0
894,0.0,3.0
895,9.0,6.0
896,2.0,3.5
897,2.0,5.5
898,4.0,4.5
899,3.0,1.5
900,1.0,2.0
901,9.0,7.0
902,2.0,1.5
903,2.0,3.5
904,7.0,8.0
905,3.0,3.5
906,0.0,1.5
907,0.0,0.0
908,5.0,6.5
909,1.0,4.0
910,6.0,4.5
911,3.0,1.5
912,8.0,6.0
913,9.0,8.0
914,0.0,0.5
915,9.0,7.0
916,7.0,6.5
917,2.0,1.5
918,9.0,5.0
919,6.0,4.0
920,3.0,2.0
921,2.0,3.5
922,6.0,7.0
923,0.0,3.0
924,5.0,7.0
925,8.0,6.0
926,9.0,4.5
927,8.0,6.0
928,7.0,3.5
929,2.0,3.5
930,7.0,5.0
931,8.0,6.0
932,9.0,5.5
933,0.0,2.0
934,2.0,5.5
935,0.0,1.5
936,6.0,5.0
937,2.0,3.5
938,9.0,9.0
939,1.0,4.0
940,4.0,4.5
941,2.0,5.0
942,8.0,6.0
943,7.0,5.0
944,4.0,3.5
945,1.0,3.5
946,1.0,2.0
947,8.0,8.0
948,8.0,7.5
949,8.0,6.0
950,5.0,5.0
951,3.0,1.5
952,4.0,5.0
953,8.0,4.5
954,6.0,5.0
955,2.0,2.5
956,1.0,2.0
957,9.0,8.0
958,7.0,6.5
959,1.0,2.0
960,4.0,3.0
961,3.0,6.0
962,7.0,6.0
963,3.0,2.5
964,0.0,1.5
965,2.0,4.5
966,1.0,4.0
967,9.0,4.5
968,6.0,6.5
969,2.0,3.0
970,5.0,4.0
971,5.0,6.5
972,3.0,3.0
973,5.0,5.0
974,1.0,0.5
975,1.0,1.0
976,2.0,1.5
977,0.0,3.5
978,8.0,7.0
979,7.0,6.0
980,8.0,8.0
981,3.0,4.5
982,4.0,5.0
983,5.0,6.0
984,8.0,6.5
985,9.0,5.0
986,1.0,2.5
987,7.0,7.5
988,4.0,4.0
989,8.0,6.5
990,2.0,5.0
991,1.0,0.5
992,7.0,7.0
993,8.0,6.5
994,7.0,6.0
995,7.0,6.0
996,6.0,3.5
997,8.0,6.5
998,2.0,1.0
999,0.0,0.5
1000,0.0,0.5
1001,9.0,7.5
1002,9.0,7.0
1003,1.0,0.5
1004,9.0,4.5
1005,4.0,5.5
1006,7.0,4.0
1007,0.0,4.0
1008,3.0,4.5
1009,8.0,6.0
1010,1.0,2.0
1011,5.0,3.5
1012,2.0,4.5
1013,3.0,3.0
1014,1.0,5.0
1015,1.0,2.5
1016,0.0,3.0
1017,4.0,2.0
1018,9.0,6.0
1019,0.0,2.0
1020,9.0,5.0
1021,2.0,1.5
1022,0.0,3.5
1023,2.0,5.5
1024,5.0,4.0
1025,9.0,5.0
1026,4.0,3.0
1027,6.0,5.5
1028,3.0,4.5
1029,3.0,5.0
1030,1.0,4.0
1031,3.0,5.0
1032,3.0,3.5
1033,7.0,6.0
1034,6.0,3.0
1035,7.0,5.0
1036,3.0,2.5
1037,2.0,3.5
1038,7.0,6.5
1039,6.0,7.5
1040,2.0,4.5
1041,8.0,4.5
1042,6.0,7.5
1043,2.0,3.0
1044,5.0,6.0
1045,5.0,5.5
1046,4.0,3.5
1047,8.0,4.0
1048,4.0,2.0
1049,3.0,3.5
1050,7.0,8.0
1051,6.0,6.0
1052,9.0,5.5
1053,1.0,2.5
1054,6.0,4.0
1055,3.0,5.0
1056,7.0,3.5
1057,8.0,4.5
1058,2.0,3.5
1059,6.0,6.0
1060,4.0,4.0
1061,6.0,6.0
1062,4.0,6.0
1063,0.0,4.5
1064,5.0,3.5
1065,2.0,1.5
1066,0.0,2.0
1067,7.0,7.0
1068,2.0,2.5
1069,3.0,4.5
1070,3.0,2.5
1071,9.0,7.0
1072,6.0,5.5
1073,0.0,4.5
1074,2.0,1.5
1075,5.0,4.0
1076,6.0,6.0
1077,9.0,4.5
1078,6.0,3.5
1079,0.0,1.5
1080,4.0,2.5
1081,0.0,3.5
1082,9.0,4.5
1083,7.0,3.5
1084,4.0,4.0
1085,6.0,7.5
1086,1.0,4.5
1087,3.0,5.0
1088,9.0,8.5
1089,9.0,9.0
1090,1.0,2.5
1091,8.0,4.5
1092,9.0,8.5
1093,2.0,5.0
1094,5.0,5.5
1095,7.0,6.0
1096,4.0,2.0
1097,8.0,8.0
1098,7.0,5.0
1099,6.0,7.0
1100,0.0,0.5
1101,6.0,4.5
1102,2.0,4.0
1103,2.0,4.0
1104,5.0,4.0
1105,0.0,3.5
1106,7.0,6.5
1107,3.0,4.5
1108,0.0,2.0
1109,1.0,4.0
1110,9.0,5.0
1111,2.0,4.5
1112,6.0,4.0
1113,8.0,8.5
1114,6.0,6.0
1115,7.0,4.0
1116,5.0,6.0
1117,2.0,5.0
1118,3.0,5.5
1119,5.0,6.5
1120,2.0,3.5
1121,6.0,6.5
1122,7.0,4.5
1123,8.0,4.5
1124,4.0,5.0
1125,5.0,3.0
1126,4.0,6.0
1127,1.0,0.5
1128,8.0,7.0
1129,0.0,3.5
1130,6.0,6.5
1131,4.0,4.0
1132,2.0,4.0
1133,5.0,4.0
1134,1.0,4.0
1135,7.0,3.5
1136,1.0,1.5
1137,2.0,3.0
1138,0.0,0.0
1139,5.0,6.0
1140,5.0,3.0
1141,5.0,4.5
1142,8.0,8.5
1143,5.0,3.5
1144,6.0,4.0
1145,5.0,2.5
1146,2.0,3.0
1147,5.0,5.5
1148,7.0,6.5
1149,8.0,7.5
1150,4.0,6.5
1151,4.0,4.0
1152,8.0,6.5
1153,1.0,4.5
1154,1.0,3.5
1155,0.0,4.0
1156,9.0,5.0
1157,6.0,5.0
1158,9.0,8.5
1159,9.0,5.5
1160,9.0,5.0
1161,2.0,3.0
1162,4.0,4.5
1163,0.0,0.0
1164,7.0,5.5
1165,3.0,5.5
1166,1.0,1.5
1167,9.0,8.5
1168,8.0,6.5
1169,2.0,4.5
1170,5.0,3.0
1171,4.0,6.0
1172,2.0,2.0
1173,3.0,3.0
1174,7.0,7.0
1175,7.0,4.5
1176,1.0,4.0
1177,2.0,4.5
1178,5.0,3.0
1179,7.0,4.0
1180,6.0,5.0
1181,0.0,0.0
1182,8.0,6.5
1183,8.0,6.5
1184,6.0,5.0
1185,9.0,4.5
1186,8.0,7.0
1187,1.0,2.0
1188,9.0,5.0
1189,8.0,5.0
1190,0.0,2.0
1191,1.0,3.0
1192,4.0,5.0
1193,4.0,4.5
1194,5.0,2.5
1195,6.0,4.5
1196,3.0,1.5
1197,0.0,3.5
1198,0.0,1.0
1199,5.0,5.0
1200,8.0,5.5
1201,2.0,4.0
1202,6.0,6.5
1203,9.0,7.5
1204,5.0,6.0
1205,1.0,4.0
1206,2.0,5.5
1207,2.0,5.0
1208,7.0,6.5
1209,4.0,5.0
1210,3.0,5.0
1211,1.0,4.5
1212,8.0,6.5
1213,2.0,4.5
1214,1.0,2.0
1215,4.0,3.0
1216,0.0,4.5
1217,1.0,0.5
1218,5.0,7.0
1219,3.0,1.5
1220,7.0,5.0
1221,5.0,5.0
1222,8.0,8.0
1223,8.0,5.5
1224,8.0,6.5
1225,7.0,7.0
1226,1.0,4.0
1227,2.0,5.5
1228,0.0,3.5
1229,7.0,6.0
1230,2.0,1.5
1231,6.0,4.0
1232,6.0,4.0
1233,5.0,6.0
1234,7.0,5.0
1235,8.0,6.0
1236,7.0,5.5
1237,1.0,4.0
1238,5.0,7.0
1239,3.0,2.5
1240,6.0,4.5
1241,8.0,4.5
1242,0.0,2.5
1243,3.0,4.5
1244,5.0,4.0
1245,7.0,8.0
1246,7.0,4.5
1247,6.0,6.0
1248,6.0,3.0
1249,5.0,5.0
1250,5.0,4.5
1251,1.0,3.5
1252,5.0,2.5
1253,6.0,6.5
1254,5.0,2.5
1255,3.0,2.5
1256,6.0,4.5
1257,6.0,5.0
1258,1.0,4.0
1259,5.0,3.0
1260,6.0,6.5
1261,1.0,4.5
1262,3.0,5.5
1263,6.0,5.5
1264,9.0,9.0
1265,1.0,1.0
1266,7.0,5.5
1267,4.0,2.0
1268,0.0,1.5
1269,0.0,1.0
1270,3.0,2.5
1271,5.0,6.5
1272,8.0,8.0
1273,9.0,4.5
1274,9.0,4.5
1275,2.0,1.5
1276,6.0,5.0
1277,9.0,5.5
1278,5.0,5.5
1279,0.0,4.0
1280,9.0,6.0
1281,6.0,4.5
1282,6.0,3.5
1283,1.0,1.5
1284,8.0,4.0
1285,6.0,7.5
1286,8.0,7.0
1287,7.0,5.5
1288,3.0,6.0
1289,7.0,7.0
1290,3.0,5.5
1291,2.0,4.5
1292,8.0,5.0
1293,7.0,5.0
1294,8.0,5.0
1295,1.0,5.0
1296,0.0,1.5
1297,6.0,4.5
1298,0.0,1.5
1299,3.0,3.5
1300,8.0,4.0
1301,6.0,7.0
1302,3.0,3.5
1303,6.0,7.0
1304,6.0,5.5
1305,2.0,3.5
1306,2.0,5.0
1307,6.0,5.0
1308,0.0,2.0
1309,8.0,7.0
1310,6.0,6.0
1311,9.0,8.0
1312,0.0,3.0
1313,6.0,5.0
1314,1.0,3.5
1315,6.0,4.0
1316,7.0,6.5
1317,7.0,6.0
1318,2.0,3.5
1319,8.0,4.5
1320,8.0,5.5
1321,5.0,3.5
1322,7.0,3.5
1323,9.0,5.5
1324,0.0,3.5
1325,8.0,5.5
1326,9.0,4.5
1327,8.0,6.0
1328,6.0,4.0
1329,9.0,7.0
1330,0.0,1.0
1331,4.0,3.0
1332,5.0,2.5
1333,2.0,2.5
1334,3.0,3.0
1335,9.0,9.0
1336,1.0,2.0
1337,2.0,1.0
1338,4.0,2.5
1339,6.0,3.0
1340,6.0,5.5
1341,8.0,5.5
1342,8.0,7.5
1343,3.0,1.5
1344,2.0,5.5
1345,5.0,5.0
1346,8.0,5.5
1347,6.0,4.5
1348,3.0,5.0
1349,0.0,3.5
1350,7.0,8.0
1351,4.0,4.5
1352,1.0,2.5
1353,7.0,4.0
1354,7.0,6.0
1355,4.0,2.0
1356,0.0,2.5
1357,5.0,3.5
1358,7.0,5.0
1359,3.0,4.5
1360,2.0,2.5
1361,6.0,6.5
